"CAPITULO","GRUPO","CATEGORIA","DESCRIP"
"20",W00-X59,W06,Caída que implica cama (W06)
"20",W00-X59,W07,Caída que implica silla (W07)
"20",W00-X59,W08,Caída que implica otro mueble (W08)
"20",W00-X59,W09,Caída que implica equipos para juegos infantiles (W09)
"20",W00-X59,W10,Caída en o desde escalera y escalones (W10)
"20",W00-X59,W11,Caída en o desde escaleras manuales (W11)
"20",W00-X59,W12,Caída en o desde andamio (W12)
"20",W00-X59,W13,"Caída desde, fuera o a través de un edificio u otra construcción (W13)"
"20",W00-X59,W14,Caída desde un árbol (W14)
"20",W00-X59,W15,Caída desde peñasco (W15)
"20",W00-X59,W16,Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento (W16)
"20",W00-X59,W17,Otras caídas de un nivel a otro (W17)
"20",W00-X59,W18,Otras caídas en el mismo nivel (W18)
"20",W00-X59,W19,Caída no especificada (W19)
"20",W00-X59,W20,"Golpe por objeto arrojado, proyectado o que cae (W20)"
"20",W00-X59,W21,Golpe contra o golpeado por equipo para deportes (W21)
"20",W00-X59,W22,Golpe contra o golpeado por otros objetos (W22)
"20",W00-X59,W23,"Atrapado, aplastado, trabado o apretado en o entre objetos (W23)"
"20",W00-X59,W24,"Contacto traumático con dispositivos de elevación y transmisión, no clasificados en otra parte (W24)"
"20",W00-X59,W25,Contacto traumático con vidrio cortante (W25)
"20",W00-X59,W26,"Contacto traumático con cuchillo, espada, daga o puñal (W26)"
"20",W00-X59,W27,Contacto traumático con herramientas manuales sin motor (W27)
"20",W00-X59,W28,"Contacto traumático con cortadora de césped, con motor (W28)"
"20",W00-X59,W29,"Contacto traumático con otras herramientas manuales y artefactos del hogar, con motor (W29)"
"20",W00-X59,W30,Contacto traumático con maquinaria agrícola (W30)
"20",W00-X59,W31,"Contacto traumático con otras maquinarias, y las no especificadas (W31)"
"20",W00-X59,W32,Disparo de arma corta (W32)
"20",W00-X59,W33,"Disparo de rifle, escopeta y arma larga (W33)"
"20",W00-X59,W34,"Disparo de otras armas de fuego, y las no especificadas (W34)"
"20",W00-X59,W35,Explosión y rotura de caldera (W35)
"20",W00-X59,W36,Explosión y rotura de cilindro con gas (W36)
"20",W00-X59,W37,"Explosión y rotura de neumático, tubo o manguera de goma presurizada (W37)"
"20",W00-X59,W38,Explosión y rotura de otros dispositivos presurizados especificados (W38)
"20",W00-X59,W39,Explosión de fuegos artificiales (W39)
"20",W00-X59,W40,Explosión de otros materiales (W40)
"20",W00-X59,W41,Exposición a chorro de alta presión (W41)
"20",W00-X59,W42,Exposición al ruido (W42)
"20",W00-X59,W43,Exposición a vibraciones (W43)
"20",W00-X59,W44,Cuerpo extraño que penetra por el ojo u orificio natural (W44)
"20",W00-X59,W45,Cuerpo extraño que penetra a través de la piel (W45)
"20",W00-X59,W46,Contacto traumático con aguja hipodérmica (W46)
"20",W00-X59,W49,"Exposición a otras fuerzas mecánicas inanimadas, y las no especificadas (W49)"
"20",W00-X59,W50,"Aporreo, golpe, mordedura, patada, rasguño o torcedura infligidos por otra persona (W50)"
"20",W00-X59,W51,Choque o empellón contra otra persona (W51)
"20",W00-X59,W52,"Persona aplastada, empujada o pisoteada por una multitud o estampida humana (W52)"
"20",W00-X59,W53,Mordedura de rata (W53)
"20",W00-X59,W54,Mordedura o ataque de perro (W54)
"20",W00-X59,W55,Mordedura o ataque de otros mamíferos (W55)
"20",W00-X59,W56,Contacto traumático con animales marinos (W56)
"20",W00-X59,W57,Mordedura o picadura de insectos y otros artrópodos no venenosos (W57)
"20",W00-X59,W58,Mordedura o ataque de cocodrilo o caimán (W58)
"20",W00-X59,W59,Mordedura o aplastamiento por otros reptiles (W59)
"20",W00-X59,W60,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas (W60)"
"20",W00-X59,W64,"Exposición a otras fuerzas mecánicas animadas, y las no especificadas (W64)"
"20",W00-X59,W65,Ahogamiento y sumersión mientras se está en la bañera (W65)
"20",W00-X59,W66,Ahogamiento y sumersión consecutivos a caída en la bañera (W66)
"20",W00-X59,W67,Ahogamiento y sumersión mientras se está en una piscina (W67)
"20",W00-X59,W68,Ahogamiento y sumersión consecutivos a caída en una piscina (W68)
"20",W00-X59,W69,Ahogamiento y sumersión mientras se está en aguas naturales (W69)
"20",W00-X59,W70,Ahogamiento y sumersión posterior a caída en aguas naturales (W70)
"20",W00-X59,W73,Otros ahogamientos y sumersiones especificados (W73)
"20",W00-X59,W74,Ahogamiento y sumersión no especificados (W74)
"20",W00-X59,W75,Sofocación y estrangulamiento accidental en la cama (W75)
"20",W00-X59,W76,Otros estrangulamientos y ahorcamientos accidentales (W76)
"20",W00-X59,W77,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias (W77)"
"20",W00-X59,W78,Inhalación de contenidos gástricos (W78)
"20",W00-X59,W79,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias (W79)
"20",W00-X59,W80,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias (W80)
"20",W00-X59,W81,Confinado o atrapado en un ambiente con bajo contenido de oxígeno (W81)
"20",W00-X59,W83,Otras obstrucciones especificadas de la respiración (W83)
"20",W00-X59,W84,Obstrucción no especificada de la respiración (W84)
"20",W00-X59,W85,Exposición a líneas de transmisión eléctrica (W85)
"20",W00-X59,W86,Exposición a otras corrientes eléctricas especificadas (W86)
"20",W00-X59,W87,Exposición a corriente eléctrica no especificada (W87)
"20",W00-X59,W88,Exposición a radiación ionizante (W88)
"20",W00-X59,W89,"Exposición a fuente de luz visible y ultravioleta, de origen artificial (W89)"
"20",W00-X59,W90,Exposición a otros tipos de radiación no ionizante (W90)
"20",W00-X59,W91,Exposición a radiación de tipo no especificado (W91)
"20",W00-X59,W92,Exposición a calor excesivo de origen artificial (W92)
"20",W00-X59,W93,Exposición a frío excesivo de origen artificial (W93)
"20",W00-X59,W94,Exposición a presión de aire alta y baja y a cambios en la presión del aire (W94)
"20",W00-X59,W99,"Exposición a otros factores ambientales y a los no especificados, de origen artificial (W99)"
"20",W00-X59,X00,Exposición a fuego no controlado en edificio u otra construcción (X00)
"20",W00-X59,X01,Exposición a fuego no controlado en lugar que no es edificio u otra construcción (X01)
"20",W00-X59,X02,Exposición a fuego controlado en edificio u otra construcción (X02)
"20",W00-X59,X03,Exposición a fuego controlado en lugar que no es edificio u otra construcción (X03)
"20",W00-X59,X04,Exposición a ignición de material altamente inflamable (X04)
"20",W00-X59,X05,Exposición a ignición o fusión de ropas de dormir (X05)
"20",W00-X59,X06,Exposición a ignición o fusión de otras ropas y accesorios (X06)
"20",W00-X59,X08,"Exposición a otros humos, fuegos o llamas especificados (X08)"
"20",W00-X59,X09,"Exposición a humos, fuegos o llamas no especificados (X09)"
"20",W00-X59,X10,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes (X10)"
"20",W00-X59,X11,Contacto con agua caliente corriente (X11)
"20",W00-X59,X12,Contacto con otros líquidos calientes (X12)
"20",W00-X59,X13,Contacto con vapor de agua y otros vapores calientes (X13)
"20",W00-X59,X14,Contacto con aire y gases calientes (X14)
"20",W00-X59,X15,Contacto con utensilios domésticos calientes (X15)
"20",W00-X59,X16,"Contacto con radiadores, cañerías y artefactos para calefacción, calientes (X16)"
"20",W00-X59,X17,"Contacto con máquinas, motores y herramientas calientes (X17)"
"20",W00-X59,X18,Contacto con otros metales calientes (X18)
"20",W00-X59,X19,"Contacto con otras sustancias calientes, y las no especificadas (X19)"
"20",W00-X59,X20,Contacto traumático con serpientes y lagartos venenosos (X20)
"20",W00-X59,X21,Contacto traumático con arañas venenosas (X21)
"20",W00-X59,X22,Contacto traumático con escorpión (X22)
"20",W00-X59,X23,"Contacto traumático con avispones, avispas y abejas (X23)"
"20",W00-X59,X24,Contacto traumático con centípodos y miriápodos venenosos (tropicales) (X24)
"20",W00-X59,X25,Contacto traumático con otros artrópodos venenosos (X25)
"20",W00-X59,X26,Contacto traumático con animales y plantas marinas venenosos (X26)
"20",W00-X59,X27,Contacto traumático con otros animales venenosos especificados (X27)
"20",W00-X59,X28,Contacto traumático con otras plantas venenosas especificadas (X28)
"20",W00-X59,X29,Contacto traumático con animales y plantas venenosos no especificados (X29)
"20",W00-X59,X30,Exposición al calor natural excesivo (X30)
"20",W00-X59,X31,Exposición al frío natural excesivo (X31)
"20",W00-X59,X32,Exposición a rayos solares (X32)
"20",W00-X59,X33,Víctima de rayo (X33)
"20",W00-X59,X34,Víctima de terremoto (X34)
"20",W00-X59,X35,Víctima de erupción volcánica (X35)
"20",W00-X59,X36,"Víctima de avalancha, derrumbe y otros movimientos de tierra (X36)"
"20",W00-X59,X37,Víctima de tormenta cataclísmica (X37)
"20",W00-X59,X38,Víctima de inundación (X38)
"20",W00-X59,X39,"Exposición a otras fuerzas de la naturaleza, y las no especificadas (X39)"
"20",W00-X59,X40,"Envenenamiento accidental por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos (X40)"
"20",W00-X59,X41,"Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte (X41)"
"20",W00-X59,X42,"Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte (X42)"
"20",W00-X59,X43,"Envenenamiento accidental por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo (X43)"
"20",W00-X59,X44,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados (X44)"
"20",W00-X59,X45,"Envenenamiento accidental por, y exposición al alcohol (X45)"
"20",W00-X59,X46,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores (X46)"
"20",W00-X59,X47,"Envenenamiento accidental por, y exposición a otros gases y vapores (X47)"
"20",W00-X59,X48,"Envenenamiento accidental por, y exposición a plaguicidas (X48)"
"20",W00-X59,X49,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados (X49)"
"20",W00-X59,X50,Exceso de esfuerzo y movimientos extenuantes y repetitivos (X50)
"20",W00-X59,X51,Viajes y desplazamientos (X51)
"20",W00-X59,X52,Permanencia prolongada en ambiente sin gravedad (X52)
"20",W00-X59,X53,Privación de alimentos (X53)
"20",W00-X59,X54,Privación de agua (X54)
"20",W00-X59,X57,Privación no especificada (X57)
"20",W00-X59,X58,Exposición a otros factores especificados (X58)
"20",W00-X59,X59,Exposición a factores no especificados (X59)
"20",X60-X84,X60,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos (X60)"
"20",X60-X84,X61,"Envenenamiento autoinfligido intencionalmente por, y exposición a psicotrópicas, no clasificadas en otra parte (X61)"
"20",X60-X84,X62,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte (X62)"
"20",X60-X84,X63,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo (X63)"
"20",X60-X84,X64,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados (X64)"
"20",X60-X84,X65,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol (X65)"
"20",X60-X84,X66,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores (X66)"
"20",X60-X84,X67,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores (X67)"
"20",X60-X84,X68,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas (X68)"
"20",X60-X84,X69,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados (X69)"
"20",X60-X84,X70,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación (X70)"
"20",X60-X84,X71,Lesión autoinfligida intencionalmente por ahogamiento y sumersión (X71)
"20",X60-X84,X72,Lesión autoinfligida intencionalmente por disparo de arma corta (X72)
"20",X60-X84,X73,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga (X73)"
"20",X60-X84,X74,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas (X74)"
"20",X60-X84,X75,Lesión autoinfligida intencionalmente por material explosivo (X75)
"20",X60-X84,X76,"Lesión autoinfligida intencionalmente por humo, fuego y llamas (X76)"
"20",X60-X84,X77,"Lesión autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes (X77)"
"20",X60-X84,X78,Lesión autoinfligida intencionalmente por objeto cortante (X78)
"20",X60-X84,X79,Lesión autoinfligida intencionalmente por objeto romo o sin filo (X79)
"20",X60-X84,X80,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado (X80)
"20",X60-X84,X81,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento (X81)
"20",X60-X84,X82,Lesión autoinfligida intencionalmente por colisión de vehículo de motor (X82)
"20",X60-X84,X83,Lesión autoinfligida intencionalmente por otros medios especificados (X83)
"20",X60-X84,X84,Lesión autoinfligida intencionalmente por medios no especificados (X84)
"20",X85-Y09,X85,"Agresión con drogas, medicamentos y sustancias biológicas (X85)"
"20",X85-Y09,X86,Agresión con sustancia corrosiva (X86)
"20",X85-Y09,X87,Agresión con plaguicidas (X87)
"20",X85-Y09,X88,Agresión con gases y vapores (X88)
"20",X85-Y09,X89,Agresión con otros productos químicos y sustancias nocivas especificadas (X89)
"20",X85-Y09,X90,Agresión con productos químicos y sustancias nocivas no especificadas (X90)
"20",X85-Y09,X91,"Agresión por ahorcamiento, estrangulamiento y sofocación (X91)"
"20",X85-Y09,X92,Agresión por ahogamiento y sumersión (X92)
"20",X85-Y09,X93,Agresión con disparo de arma corta (X93)
"20",X85-Y09,X94,"Agresión con disparo de rifle, escopeta y arma larga (X94)"
"20",X85-Y09,X95,"Agresión con disparo de otras armas de fuego, y las no especificadas (X95)"
"20",X85-Y09,X96,Agresión con material explosivo (X96)
"20",X85-Y09,X97,"Agresión con humo, fuego y llamas (X97)"
"20",X85-Y09,X98,"Agresión con vapor de agua, vapores y objetos calientes (X98)"
"20",X85-Y09,X99,Agresión con objeto cortante (X99)
"20",X85-Y09,Y00,Agresión con objeto romo o sin filo (Y00)
"20",X85-Y09,Y01,Agresión por empujón desde un lugar elevado (Y01)
"20",X85-Y09,Y02,Agresión por empujar o colocar a la víctima delante de objeto en movimiento movimiento (Y02)
"20",X85-Y09,Y03,Agresión por colisión de vehículo de motor (Y03)
"20",X85-Y09,Y04,Agresión con fuerza corporal (Y04)
"20",X85-Y09,Y05,Agresión sexual con fuerza corporal (Y05)
"20",X85-Y09,Y06,Negligencia y abandono (Y06)
"20",X85-Y09,Y07,Otros síndromes de maltrato (Y07)
"20",X85-Y09,Y08,Agresión por otros medios especificados (Y08)
"20",X85-Y09,Y09,Agresión por medios no especificados (Y09)
"20",Y10-Y34,Y10,"Envenenamiento por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, de intención no determinada (Y10)"
"20",Y10-Y34,Y11,"Envenenamiento por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, de intención no determinada (Y11)"
"20",Y10-Y34,Y12,"Envenenamiento por, y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, de intención no determinada (Y12)"
"20",Y10-Y34,Y13,"Envenenamiento por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, de intención no determinada (Y13)"
"20",Y10-Y34,Y14,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada (Y14)"
"20",Y10-Y34,Y15,"Envenenamiento por, y exposición al alcohol, de intención no determinada (Y15)"
"20",Y10-Y34,Y16,"Envenenamiento por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, de intención no determinada (Y16)"
"20",Y10-Y34,Y17,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada (Y17)"
"20",Y10-Y34,Y18,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada (Y18)"
"20",Y10-Y34,Y19,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada (Y19)"
"20",Y10-Y34,Y20,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada (Y20)"
"20",Y10-Y34,Y21,"Ahogamiento y sumersión, de intención no determinada (Y21)"
"20",Y10-Y34,Y22,"Disparo de arma corta, de intención no determinada (Y22)"
"20",Y10-Y34,Y23,"Disparo de rifle, escopeta y arma larga, de intención no determinada (Y23)"
"20",Y10-Y34,Y24,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada (Y24)"
"20",Y10-Y34,Y25,"Contacto traumático con material explosivo, de intención no determinada (Y25)"
"20",Y10-Y34,Y26,"Exposición al humo, fuego y llamas, de intención no determinada (Y26)"
"20",Y10-Y34,Y27,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada (Y27)"
"20",Y10-Y34,Y28,"Contacto traumático con objeto cortante, de intención no determinada (Y28)"
"20",Y10-Y34,Y29,"Contacto traumático con objeto romo o sin filo, de intención no determinada (Y29)"
"20",Y10-Y34,Y30,"Caída, salto o empujón desde lugar elevado, de intención no determinada (Y30)"
"20",Y10-Y34,Y31,"Caída, permanencia o carrera delante o hacia objeto en movimiento, de intención no determinada (Y31)"
"20",Y10-Y34,Y32,"Colisión de vehículo de motor, de intención no determinada (Y32)"
"20",Y10-Y34,Y33,"Otros eventos especificados, de intención no determinada (Y33)"
"20",Y10-Y34,Y34,"Evento no especificado, de intención no determinada (Y34)"
"20",Y35-Y36,Y35,Intervención legal (Y35)
"20",Y35-Y36,Y36,Operaciones de guerra (Y36)
"20",Y40-Y84,Y40,Efectos adversos de antibióticos sistémicos (Y40)
"20",Y40-Y84,Y41,Efectos adversos de otros antiinfecciosos y antiparasitarios sistémicos (Y41)
"20",Y40-Y84,Y42,"Efectos adversos de hormonas y sus sustitutos sintéticos y antagonistas, no clasificados en otra parte (Y42)"
"20",Y40-Y84,Y43,Efectos adversos de agentes sistémicos primarios (Y43)
"20",Y40-Y84,Y44,Efectos adversos de agentes que afectan primariamente los constituyentes de la sangre (Y44)
"20",Y40-Y84,Y45,"Efectos adversos de drogas analgésicas, antipiréticas y antiinflamatorias (Y45)"
"20",Y40-Y84,Y46,Efectos adversos de drogas antiepilépticas y antiparkinsonianas (Y46)
"20",Y40-Y84,Y47,"Efectos adversos de drogas sedantes, hipnóticas y ansiolíticas (Y47)"
"20",Y40-Y84,Y48,Efectos adversos de gases anestésicos y terapéuticos (Y48)
"20",Y40-Y84,Y49,"Efectos adversos de drogas psicotrópicas, no clasificadas en otra parte (Y49)"
"20",Y40-Y84,Y50,"Efectos adversos de estimulantes del sistema nervioso central, no clasificados en otra parte (Y50)"
"20",Y40-Y84,Y51,Efectos adversos de drogas que afectan primariamente el sistema nervioso autónomo (Y51)
"20",Y40-Y84,Y52,Efectos adversos de agentes que afectan primariamente el sistema cardiovascular (Y52)
"20",Y40-Y84,Y53,Efectos adversos de agentes que afectan primariamente el sistema gastrointestinal (Y53)
"20",Y40-Y84,Y54,Efectos adversos de agentes que afectan primariamente el equilibrio hídrico y el metabolismo mineral y del ácido úrico (Y54)
"20",Y40-Y84,Y55,Efectos adversos de agentes que actúan primariamente sobre los músculos lisos y estriados y sobre el sistema respiratorio (Y55)
"20",Y40-Y84,Y56,"Efectos adversos de agentes tópicos que afectan primariamente la piel y las membranas mucosas, y drogas oftalmológicas, otorrinolaringológicas y dentales (Y56)"
"20",Y40-Y84,Y57,"Efectos adversos de otras drogas y medicamentos, y los no especificados (Y57)"
"20",Y40-Y84,Y58,Efectos adversos de vacunas bacterianas (Y58)
"20",Y40-Y84,Y59,"Efectos adversos de otras vacunas y sustancias biológicas, y las no especificadas (Y59)"
"20",Y40-Y84,Y60,"Corte, punción, perforación o hemorragia no intencional durante la atención médica y quirúrgica (Y60)"
"20",Y40-Y84,Y61,Objeto extraño dejado accidentalmente en el cuerpo durante la atención médica y quirúrgica (Y61)
"20",Y40-Y84,Y62,Fallas en la esterilización durante la atención médica y quirúrgica (Y62)
"20",Y40-Y84,Y63,Falla en la dosificación durante la atención médica y quirúrgica (Y63)
"20",Y40-Y84,Y64,Medicamentos o sustancias biológicas contaminados (Y64)
"20",Y40-Y84,Y65,Otros incidentes durante la atención médica y quirúrgica (Y65)
"20",Y40-Y84,Y66,No administración de la atención médica y quirúrgica (Y66)
"20",Y40-Y84,Y69,Incidentes no especificados durante la atención médica y quirúrgica (Y69)
"20",Y40-Y84,Y70,Dispositivos de anestesiología asociados con incidentes adversos (Y70)
"20",Y40-Y84,Y71,Dispositivos cardiovasculares asociados con incidentes adversos (Y71)
"20",Y40-Y84,Y72,Dispositivos otorrinolaringológicos asociados con incidentes adversos (Y72)
"20",Y40-Y84,Y73,Dispositivos de gastroenterología y urología asociados con incidentes adversos (Y73)
"20",Y40-Y84,Y74,Dispositivos para uso hospitalario general y personal asociados con incidentes adversos (Y74)
"20",Y40-Y84,Y75,Dispositivos neurológicos asociados con incidentes adversos (Y75)
"20",Y40-Y84,Y76,Dispositivos ginecológicos y obstétricos asociados con incidentes adversos (Y76)
"20",Y40-Y84,Y77,Dispositivos oftálmicos asociados con incidentes adversos (Y77)
"20",Y40-Y84,Y78,Aparatos radiológicos asociados con incidentes adversos (Y78)
"20",Y40-Y84,Y79,Dispositivos ortopédicos asociados con incidentes adversos (Y79)
"20",Y40-Y84,Y80,Aparatos de medicina física asociados con incidentes adversos (Y80)
"20",Y40-Y84,Y81,Dispositivos de cirugía general y plástica asociados con incidentes adversos (Y81)
"20",Y40-Y84,Y82,"Otros dispositivos médicos, y los no especificados, asociados con incidentes adversos (Y82)"
"20",Y40-Y84,Y83,"Cirugía y otros procedimientos quirúrgicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento (Y83)"
"20",Y40-Y84,Y84,"Otros procedimientos médicos como la causa de reacción anormal del paciente o de complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento (Y84)"
"20",Y85-Y89,Y85,Secuelas de accidentes de transporte (Y85)
"20",Y85-Y89,Y86,Secuelas de otros accidentes (Y86)
"20",Y85-Y89,Y87,"Secuelas de lesiones autoinfligidas intencionalmente, agresiones y eventos de intención no determinada (Y87)"
"20",Y85-Y89,Y88,Secuelas con atención médica y quirúrgica como causa externa (Y88)
"20",Y85-Y89,Y89,Secuelas de otras causas externas (Y89)
"20",Y90-Y98,Y90,Evidencia de alcoholismo determinada por el nivel de alcohol en la sangre (Y90)
"20",Y90-Y98,Y91,Evidencia de alcoholismo determinada por el nivel de intoxicación (Y91)
"20",Y90-Y98,Y95,Afección nosocomial (Y95)
"20",Y90-Y98,Y96,Afección relacionada con el trabajo (Y96)
"20",Y90-Y98,Y97,Afección relacionada con la contaminación ambiental (Y97)
"20",Y90-Y98,Y98,Afección relacionada con el estilo de vida (Y98)
