"CAPITULO","GRUPO","CATEGORIA","SUBCATEGORIA","DESCRIP"
"01",A90-A99,A98,A982,Enfermedad de la selva Kyasanur (A982)
"01",A90-A99,A98,A983,Enfermedad por el virus de Marburg (A983)
"01",A90-A99,A98,A984,Enfermedad por el virus de Ebola (A984)
"01",A90-A99,A98,A985,Fiebres hemorrágicas con síndrome renal (A985)
"01",A90-A99,A98,A988,Otras fiebres hemorrágicas virales especificadas (A988)
"01",A90-A99,A99,A99X,"Fiebre viral hemorrágica, no especificada (A99X)"
"01",B00-B09,B00,B000,Eczema herpético (B000)
"01",B00-B09,B00,B001,Dermatitis vesicular herpética (B001)
"01",B00-B09,B00,B002,Gingivoestomatitis y faringoamigdalitis herpética (B002)
"01",B00-B09,B00,B003,Meningitis herpética (B003)
"01",B00-B09,B00,B004,Encefalitis herpética (B004)
"01",B00-B09,B00,B005,Oculopatía herpética (B005)
"01",B00-B09,B00,B007,Enfermedad herpética diseminada (B007)
"01",B00-B09,B00,B008,Otras formas de infecciones herpéticas (B008)
"01",B00-B09,B00,B009,"Infección debida al virus del herpes, no especificada (B009)"
"01",B00-B09,B01,B010,Meningitis debida a varicela (B010)
"01",B00-B09,B01,B011,Encefalitis debida a varicela (B011)
"01",B00-B09,B01,B012,Neumonía debida a varicela (B012)
"01",B00-B09,B01,B018,Varicela con otras complicaciones (B018)
"01",B00-B09,B01,B019,Varicela sin complicaciones (B019)
"01",B00-B09,B02,B020,Encefalitis debida a herpes zoster (B020)
"01",B00-B09,B02,B021,Meningitis debida a herpes zoster (B021)
"01",B00-B09,B02,B022,Herpes zoster con otros compromisos del sistema nervioso (B022)
"01",B00-B09,B02,B023,Herpes zoster ocular (B023)
"01",B00-B09,B02,B027,Herpes zoster diseminado (B027)
"01",B00-B09,B02,B028,Herpes zoster con otras complicaciones (B028)
"01",B00-B09,B02,B029,Herpes zoster sin complicaciones (B029)
"01",B00-B09,B03,B03X,Viruela (B03X)
"01",B00-B09,B04,B04X,Viruela de los monos (B04X)
"01",B00-B09,B05,B050,Sarampión complicado con encefalitis (B050)
"01",B00-B09,B05,B051,Sarampión complicado con meningitis (B051)
"01",B00-B09,B05,B052,Sarampión complicado con neumonía (B052)
"01",B00-B09,B05,B053,Sarampión complicado con otitis media (B053)
"01",B00-B09,B05,B054,Sarampión con complicaciones intestinales (B054)
"01",B00-B09,B05,B058,Sarampión con otras complicaciones (B058)
"01",B00-B09,B05,B059,Sarampión sin complicaciones (B059)
"01",B00-B09,B06,B060,Rubéola con complicaciones neurológicas (B060)
"01",B00-B09,B06,B068,Rubéola con otras complicaciones (B068)
"01",B00-B09,B06,B069,Rubéola sin complicaciones (B069)
"01",B00-B09,B07,B07X,Verrugas víricas (B07X)
"01",B00-B09,B08,B080,Otras infecciones debidas a ortopoxvirus (B080)
"01",B00-B09,B08,B081,Molusco contagioso (B081)
"01",B00-B09,B08,B082,Exantema súbito [sexta enfermedad] (B082)
"01",B00-B09,B08,B083,Eritema infeccioso [quinta enfermedad] (B083)
"01",B00-B09,B08,B084,Estomatitis vesicular enteroviral con exantema (B084)
"01",B00-B09,B08,B085,Faringitis vesicular enterovírica (B085)
"01",B00-B09,B08,B088,"Otras infecciones virales especificadas, caracterizadas por lesiones de la piel y de las membranas mucosas (B088)"
"01",B00-B09,B09,B09X,"Infección viral no especificada, caracterizada por lesiones de la piel y de las membranas mucosas (B09X)"
"01",B15-B19,B15,B150,"Hepatitis aguda tipo A, con coma hepático (B150)"
"01",B15-B19,B15,B159,"Hepatitis aguda tipo A, sin coma hepático (B159)"
"01",B15-B19,B16,B160,"Hepatitis aguda tipo B, con agente delta (coinfección), con coma hepático (B160)"
"01",B15-B19,B16,B161,"Hepatitis aguda tipo B, con agente delta (coinfección), sin coma hepático (B161)"
"01",B15-B19,B16,B162,"Hepatitis aguda tipo B, sin agente delta, con coma hepático (B162)"
"01",B15-B19,B16,B169,"Hepatitis aguda tipo B, sin agente delta y sin coma hepático (B169)"
"01",B15-B19,B17,B170,Infección (superinfección) aguda por agente delta en el portador de hepatitis B (B170)
"01",B15-B19,B17,B171,Hepatitis aguda tipo C (B171)
"01",B15-B19,B17,B172,Hepatitis aguda tipo E (B172)
"01",B15-B19,B17,B178,Otras hepatitis virales agudas especificadas (B178)
"01",B15-B19,B18,B180,"Hepatitis viral tipo B crónica, con agente delta (B180)"
"01",B15-B19,B18,B181,"Hepatitis viral tipo B crónica, sin agente delta (B181)"
"01",B15-B19,B18,B182,Hepatitis viral tipo C crónica (B182)
"01",B15-B19,B18,B188,Otras hepatitis virales crónicas (B188)
"01",B15-B19,B18,B189,"Hepatitis viral crónica, sin otra especificación (B189)"
"01",B15-B19,B19,B190,Hepatitis viral no especificada con coma (B190)
"01",B15-B19,B19,B199,Hepatitis viral no especificada sin coma (B199)
"01",B20-B24,B20,B200,"Enfermedad por VIH, resultante en infección por micobacterias (B200)"
"01",B20-B24,B20,B201,"Enfermedad por VIH, resultante en otras infecciones bacterianas (B201)"
"01",B20-B24,B20,B202,"Enfermedad por VIH, resultante en enfermedad por citomegalovirus (B202)"
"01",B20-B24,B20,B203,"Enfermedad por VIH, resultante en otras infecciones virales (B203)"
"01",B20-B24,B20,B204,"Enfermedad por VIH, resultante en candidiasis (B204)"
"01",B20-B24,B20,B205,"Enfermedad por VIH, resultante en otras micosis (B205)"
"01",B20-B24,B20,B206,"Enfermedad por VIH, resultante en neumonía por Pneumocystis carinii (B206)"
"01",B20-B24,B20,B207,"Enfermedad por VIH, resultante en infecciones múltiples (B207)"
"01",B20-B24,B20,B208,"Enfermedad por VIH, resultante en otras enfermedades infecciosas o parasitarias (B208)"
"01",B20-B24,B20,B209,"Enfermedad por VIH, resultante en enfermedad infecciosa o parasitaria no especificada (B209)"
"01",B20-B24,B21,B210,"Enfermedad por VIH, resultante en sarcoma de Kaposi (B210)"
"01",B20-B24,B21,B211,"Enfermedad por VIH, resultante en linfoma de Burkitt (B211)"
"01",B20-B24,B21,B212,"Enfermedad por VIH, resultante en otros tipos de linfoma no Hodgkin (B212)"
"01",B20-B24,B21,B213,"Enfermedad por VIH, resultante en otros tumores malignos del tejido linfoide, hematopoyético y tejidos relacionados (B213)"
"01",B20-B24,B21,B217,"Enfermedad por VIH, resultante en tumores malignos múltiples (B217)"
"01",B20-B24,B21,B218,"Enfermedad por VIH, resultante en otros tumores malignos (B218)"
"01",B20-B24,B21,B219,"Enfermedad por VIH, resultante en tumores malignos no especificados (B219)"
"01",B20-B24,B22,B220,"Enfermedad por VIH, resultante en encefalopatía (B220)"
"01",B20-B24,B22,B221,"Enfermedad por VIH, resultante en neumonitis linfoide intersticial (B221)"
"01",B20-B24,B22,B222,"Enfermedad por VIH, resultante en síndrome caquéctico (B222)"
"01",B20-B24,B22,B227,"Enfermedad por VIH, resultante en enfermedades múltiples clasificadas en otra parte (B227)"
"01",B20-B24,B23,B230,Síndrome de infección aguda debida a VIH (B230)
"01",B20-B24,B23,B231,"Enfermedad por VIH, resultante en linfadenopatía generalizada (persistente) (B231)"
"01",B20-B24,B23,B232,"Enfermedad por VIH, resultante en anormalidades inmunológicas y hematológicas, no clasificadas en otra parte (B232)"
"01",B20-B24,B23,B238,"Enfermedad por VIH, resultante en otras afecciones especificadas (B238)"
"01",B20-B24,B24,B24X,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación (B24X)"
"01",B25-B34,B25,B250,Neumonitis debida a virus citomegálico (B250)
"01",B25-B34,B25,B251,Hepatitis debida a virus citomegálico (B251)
"01",B25-B34,B25,B252,Pancreatitis debida a virus citomegálico (B252)
"01",B25-B34,B25,B258,Otras enfermedades debidas a virus citomegálico (B258)
"01",B25-B34,B25,B259,"Enfermedad por virus citomegálico, no especificada (B259)"
"01",B25-B34,B26,B260,Orquitis por parotiditis (B260)
"01",B25-B34,B26,B261,Meningitis por parotiditis (B261)
"01",B25-B34,B26,B262,Encefalitis por parotiditis (B262)
"01",B25-B34,B26,B263,Pancreatitis por parotiditis (B263)
"01",B25-B34,B26,B268,Parotiditis infecciosa con otras complicaciones (B268)
"01",B25-B34,B26,B269,"Parotiditis, sin complicaciones (B269)"
"01",B25-B34,B27,B270,Mononucleosis debida a herpes virus gamma (B270)
"01",B25-B34,B27,B271,Mononucleosis por citomegalovirus (B271)
"01",B25-B34,B27,B278,Otras mononucleosis infecciosas (B278)
"01",B25-B34,B27,B279,"Mononucleosis infecciosa, no especificada (B279)"
"01",B25-B34,B30,B300,Queratoconjuntivitis debida a adenovirus (B300)
"01",B25-B34,B30,B301,Conjuntivitis debida a adenovirus (B301)
"01",B25-B34,B30,B302,Faringoconjuntivitis viral (B302)
"01",B25-B34,B30,B303,Conjuntivitis epidémica aguda hemorrágica (enterovírica) (B303)
"01",B25-B34,B30,B308,Otras conjuntivitis virales (B308)
"01",B25-B34,B30,B309,"Conjuntivitis viral, sin otra especificación (B309)"
"01",B25-B34,B33,B330,Mialgia epidémica (B330)
"01",B25-B34,B33,B331,Enfermedad del río Ross (B331)
"01",B25-B34,B33,B332,Carditis viral (B332)
"01",B25-B34,B33,B333,"Infecciones debidas a retrovirus, no clasificadas en otra parte (B333)"
"01",B25-B34,B33,B334,Síndrome (cardio)-pulmonar por hantavirus [SPH] [SCPH] (B334)
"01",B25-B34,B33,B338,Otras enfermedades virales especificadas (B338)
"01",B25-B34,B34,B340,"Infección debida a adenovirus, sin otra especificación (B340)"
"01",B25-B34,B34,B341,"Infección debida a enterovirus, sin otra especificación (B341)"
"01",B25-B34,B34,B342,"Infección debida a Coronavirus, sin otra especificación (B342)"
"01",B25-B34,B34,B343,"Infección debida a Parvovirus, sin otra especificación (B343)"
"01",B25-B34,B34,B344,"Infección debida a Papovavirus, sin otra especificación (B344)"
"01",B25-B34,B34,B348,Otras infecciones virales de sitio no especificado (B348)
"01",B25-B34,B34,B349,"Infección viral, no especificada (B349)"
"01",B35-B49,B35,B350,Tiña de la barba y del cuero cabelludo (B350)
"01",B35-B49,B35,B351,Tiña de las uñas (B351)
"01",B35-B49,B35,B352,Tiña de la mano (B352)
"01",B35-B49,B35,B353,Tiña del pie [Tinea pedis] (B353)
"01",B35-B49,B35,B354,Tiña del cuerpo [Tinea corporis] (B354)
"01",B35-B49,B35,B355,Tiña imbricada [Tinea imbricata] (B355)
"01",B35-B49,B35,B356,Tiña inguinal [Tinea cruris] (B356)
"01",B35-B49,B35,B358,Otras dermatofitosis (B358)
"01",B35-B49,B35,B359,"Dermatofitosis, no especificada (B359)"
"01",B35-B49,B36,B360,Pitiriasis versicolor (B360)
"01",B35-B49,B36,B361,Tiña negra (B361)
"01",B35-B49,B36,B362,Piedra blanca (B362)
"01",B35-B49,B36,B363,Piedra negra (B363)
"01",B35-B49,B36,B368,Otras micosis superficiales especificadas (B368)
"01",B35-B49,B36,B369,"Micosis superficial, sin otra especificación (B369)"
"01",B35-B49,B37,B370,Estomatitis candidiásica (B370)
"01",B35-B49,B37,B371,Candidiasis pulmonar (B371)
"01",B35-B49,B37,B372,Candidiasis de la piel y las uñas (B372)
"01",B35-B49,B37,B373,Candidiasis de la vulva y de la vagina (B373)
"01",B35-B49,B37,B374,Candidiasis de otras localizaciones urogenitales (B374)
"01",B35-B49,B37,B375,Meningitis debida a candida (B375)
"01",B35-B49,B37,B376,Endocarditis debida a candida (B376)
"01",B35-B49,B37,B377,Septicemia debida a candida (B377)
"01",B35-B49,B37,B378,Candidiasis de otros sitios (B378)
"01",B35-B49,B37,B379,"Candidiasis, no especificada (B379)"
"01",B35-B49,B38,B380,Coccidioidomicosis pulmonar aguda (B380)
"01",B35-B49,B38,B381,Coccidioidomicosis pulmonar crónica (B381)
"01",B35-B49,B38,B382,"Coccidioidomicosis pulmonar, sin otra especificación (B382)"
"01",B35-B49,B38,B383,Coccidioidomicosis cutánea (B383)
"01",B35-B49,B38,B384,Meningitis debida a coccidioidomicosis (B384)
"01",B35-B49,B38,B387,Coccidioidomicosis diseminada (B387)
"01",B35-B49,B38,B388,Otras formas de coccidioidomicosis (B388)
"01",B35-B49,B38,B389,"Coccidioidomicosis, no especificada (B389)"
"01",B35-B49,B39,B390,Infección pulmonar aguda debida a Histoplasma capsulatum (B390)
"01",B35-B49,B39,B391,Infección pulmonar crónica debida a Histoplasma capsulatum (B391)
"01",B35-B49,B39,B392,"Infección pulmonar debida a Histoplasma capsulatum, sin otra especificación (B392)"
"01",B35-B49,B39,B393,Infección diseminada debida a Histoplasma capsulatum (B393)
"01",B35-B49,B39,B394,"Histoplasmosis debida a Histoplasma capsulatum, sin otra especificación (B394)"
"01",B35-B49,B39,B395,Infección debida a Histoplasma duboisii (B395)
"01",B35-B49,B39,B399,"Histoplasmosis, no especificada (B399)"
"01",B35-B49,B40,B400,Blastomicosis pulmonar aguda (B400)
"01",B35-B49,B40,B401,Blastomicosis pulmonar crónica (B401)
"01",B35-B49,B40,B402,"Blastomicosis pulmonar, sin otra especificación (B402)"
"01",B35-B49,B40,B403,Blastomicosis cutánea (B403)
"01",B35-B49,B40,B407,Blastomicosis diseminada (B407)
"01",B35-B49,B40,B408,Otras formas de blastomicosis (B408)
"01",B35-B49,B40,B409,"Blastomicosis, no especificada (B409)"
"01",B35-B49,B41,B410,Paracoccidioidomicosis pulmonar (B410)
"01",B35-B49,B41,B417,Paracoccidioidomicosis diseminada (B417)
"01",B35-B49,B41,B418,Otras formas de paracoccidioidomicosis (B418)
"01",B35-B49,B41,B419,"Paracoccidioidomicosis, no especificada (B419)"
"01",B35-B49,B42,B420,Esporotricosis pulmonar (B420)
"01",B35-B49,B42,B421,Esporotricosis linfocutánea (B421)
"01",B35-B49,B42,B427,Esporotricosis diseminada (B427)
"01",B35-B49,B42,B428,Otras formas de esporotricosis (B428)
"01",B35-B49,B42,B429,"Esporotricosis, no especificada (B429)"
"01",B35-B49,B43,B430,Cromomicosis cutánea (B430)
"01",B35-B49,B43,B431,Absceso cerebral feomicótico (B431)
"01",B35-B49,B43,B432,Absceso y quiste subcutáneo feomicótico (B432)
"01",B35-B49,B43,B438,Otras formas de cromomicosis (B438)
"01",B35-B49,B43,B439,"Cromomicosis,no especificada (B439)"
"01",B35-B49,B44,B440,Aspergilosis pulmonar invasiva (B440)
"01",B35-B49,B44,B441,Otras aspergilosis pulmonares (B441)
"01",B35-B49,B44,B442,Aspergilosis amigdalina (B442)
"01",B35-B49,B44,B447,Aspergilosis diseminada (B447)
"01",B35-B49,B44,B448,Otras formas de aspergilosis (B448)
"01",B35-B49,B44,B449,"Aspergilosis, no especificada (B449)"
"01",B35-B49,B45,B450,Criptococosis pulmonar (B450)
"01",B35-B49,B45,B451,Critococosis cerebral (B451)
"01",B35-B49,B45,B452,Criptococosis cutánea (B452)
"01",B35-B49,B45,B453,Criptococosis ósea (B453)
"01",B35-B49,B45,B457,Criptococosis diseminada (B457)
"01",B35-B49,B45,B458,Otras formas de criptococosis (B458)
"01",B35-B49,B45,B459,"Criptococosis, no especificada (B459)"
"01",B35-B49,B46,B460,Mucormicosis pulmonar (B460)
"01",B35-B49,B46,B461,Mucormicosis rinocerebral (B461)
"01",B35-B49,B46,B462,Mucormicosis gastrointestinal (B462)
"01",B35-B49,B46,B463,Mucormicosis cutánea (B463)
"01",B35-B49,B46,B464,Mucormicosis diseminada (B464)
"01",B35-B49,B46,B465,"Mucormicosis, sin otra especificación (B465)"
"01",B35-B49,B46,B468,Otras cigomicosis (B468)
"01",B35-B49,B46,B469,"Cigomicosis, no especificada (B469)"
"01",B35-B49,B47,B470,Eumicetoma (B470)
"01",B35-B49,B47,B471,Actinomicetoma (B471)
"01",B35-B49,B47,B479,"Micetoma, no especificado (B479)"
"01",B35-B49,B48,B480,Lobomicosis (B480)
"01",B35-B49,B48,B481,Rinosporidiosis (B481)
"01",B35-B49,B48,B482,Alesqueriasis (B482)
"01",B35-B49,B48,B483,Geotricosis (B483)
"01",B35-B49,B48,B484,Penicilosis (B484)
"01",B35-B49,B48,B487,Micosis oportunistas (B487)
"01",B35-B49,B48,B488,Otras micosis especificadas (B488)
"01",B35-B49,B49,B49X,"Micosis, no especificada (B49X)"
"01",B50-B64,B50,B500,Paludismo debido a Plasmodium falciparum con complicaciones cerebrales (B500)
"01",B50-B64,B50,B508,Otro paludismo grave y complicado debido a Plasmodium falciparum (B508)
"01",B50-B64,B50,B509,"Paludismo debido a Plasmodium falciparum, sin otra especificación (B509)"
"01",B50-B64,B51,B510,Paludismo debido a Plasmodium vivax con ruptura esplénica (B510)
"01",B50-B64,B51,B518,Paludismo debido a Plasmodium vivax con otras complicaciones (B518)
"01",B50-B64,B51,B519,"Paludismo debido a Plasmodium vivax, sin complicaciones (B519)"
"01",B50-B64,B52,B520,Paludismo debido a Plasmodium malariae con nefropatía (B520)
"01",B50-B64,B52,B528,Paludismo debido a Plasmodium malariae con otras complicaciones (B528)
"01",B50-B64,B52,B529,"Paludismo debido a Plasmodium malariae, sin complicaciones (B529)"
"01",B50-B64,B53,B530,Paludismo debido a Plasmodium ovale (B530)
"01",B50-B64,B53,B531,Paludismo debido a plasmodios de los simios (B531)
"01",B50-B64,B53,B538,"Otro paludismo confirmado parasitológicamente, no clasificado en otra parte (B538)"
"01",B50-B64,B54,B54X,Paludismo [malaria] no especificado (B54X)
"01",B50-B64,B55,B550,Leishmaniasis visceral (B550)
"01",B50-B64,B55,B551,Leishmaniasis cutánea (B551)
"01",B50-B64,B55,B552,Leishmaniasis mucocutánea (B552)
"01",B50-B64,B55,B559,"Leishmaniasis, no especificada (B559)"
"01",B50-B64,B56,B560,Tripanosomiasis gambiense (B560)
"01",B50-B64,B56,B561,Tripanosomiasis rhodesiense (B561)
"01",B50-B64,B56,B569,"Tripanosomiasis africana, sin otra especificación (B569)"
"01",B50-B64,B57,B570,Enfermedad de Chagas aguda que afecta al corazón (B570)
"01",B50-B64,B57,B571,Enfermedad de Chagas aguda que no afecta al corazón (B571)
"01",B50-B64,B57,B572,Enfermedad de Chagas (crónica) que afecta al corazón (B572)
"01",B50-B64,B57,B573,Enfermedad de Chagas (crónica) que afecta al sistema digestivo (B573)
"01",B50-B64,B57,B574,Enfermedad de Chagas (crónica) que afecta al sistema nervioso (B574)
"01",B50-B64,B57,B575,Enfermedad de Chagas (crónica) que afecta otros órganos (B575)
"01",B50-B64,B58,B580,Oculopatía debida a toxoplasma (B580)
"01",B50-B64,B58,B581,Hepatitis debida a toxoplasma (B581)
"01",B50-B64,B58,B582,Meningoencefalitis debida a toxoplasma (B582)
"01",B50-B64,B58,B583,Toxoplasmosis pulmonar (B583)
"01",B50-B64,B58,B588,Toxoplasmosis con otro órgano afectado (B588)
"01",B50-B64,B58,B589,"Toxoplasmosis, no especificada (B589)"
"01",B50-B64,B59,B59X,Neumocistosis (B59X)
"01",B50-B64,B60,B600,Babesiosis (B600)
"01",B50-B64,B60,B601,Acantamebiasis (B601)
"01",B50-B64,B60,B602,Naegleriasis (B602)
"01",B50-B64,B60,B608,Otras enfermedades especificadas debidas a protozoarios (B608)
"01",B50-B64,B64,B64X, (B64X)
"01",B65-B83,B65,B650,Esquistosomiasis debida a Schistosoma haematobium (esquistosomiasis urinaria) (B650)
"01",B65-B83,B65,B651,Esquistosomiasis debida a Schistosoma mansoni [esquistosomiasis intestinal] (B651)
"01",B65-B83,B65,B652,Esquistosomiasis debida a Schistosoma japonicum (B652)
"01",B65-B83,B65,B653,Dermatitis por cercarias (B653)
"01",B65-B83,B65,B658,Otras esquistosomiasis (B658)
"01",B65-B83,B65,B659,"Esquistosomiasis, no especificada (B659)"
"01",B65-B83,B66,B660,Opistorquiasis (B660)
"01",B65-B83,B66,B661,Clonorquiasis (B661)
"01",B65-B83,B66,B662,Dicrocoeliasis (B662)
"01",B65-B83,B66,B663,Fascioliasis (B663)
"01",B65-B83,B66,B664,Paragonimiasis (B664)
"01",B65-B83,B66,B665,Fasciolopsiasis (B665)
"01",B65-B83,B66,B668,Otras infecciones especificadas debidas a trematodos (B668)
"01",B65-B83,B66,B669,"Infección debida a trematodos, no especificada (B669)"
"01",B65-B83,B67,B670,Infección del hígado debida a Echinococcus granulosus (B670)
"01",B65-B83,B67,B671,Infección del pulmón debida a Echinococcus granulosus (B671)
"01",B65-B83,B67,B672,Infección de hueso debida a Echinococcus granulosus (B672)
"01",B65-B83,B67,B673,Infección de otro órgano y de sitios múltiples debida a Echinococcus granulosus (B673)
